,title,description,exploitability,risk_level,cve_id,platform,consequences,privilege,access_vector,access_complexity,confidentiality_impact,integrity_impact,availability_impact
79,Apache Unomi code execution,"Apache Unomi could allow a remote attacker to execute arbitrary code on the system, caused by an issue with allowing OGNL scripting in some conditions. By sending a specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary code with the permission level of the running Java process.",Unproven,9.8,CVE-2020-11975,Apache Unomi 1.5,Gain Access,None,Network,Low,High,High,High
80,Cisco Unified Contact Center Express code execution,"Cisco Unified Contact Center Express could allow a remote attacker to execute arbitrary code on the system, caused by an unsafe deserialization in the Java Remote Management Interface. By sending specially-crafted serialized Java object, an attacker could exploit this vulnerability to execute arbitrary code as root on the system.",Unproven,9.8,CVE-2020-3280,Cisco Unified Contact Center Express,Gain Access,None,Network,Low,High,High,High
81,Smartbear Protection Licensing Toolkit ReadyAPI code execution,"Smartbear Protection Licensing Toolkit ReadyAPI could allow a remote authenticated attacker to execute arbitrary code on the system, caused by an unsafe deserialization in the Java RMI component. By sending specially-crafted input, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2020-12835,SmartBear Protection Licensing Toolkit ReadyAPI 3.2.5,Gain Access,None,Network,Low,High,High,High
82,Apache Camel RabbitMQ code execution,"Apache Camel could allow a remote attacker to execute arbitrary code on the system, caused by an unsafe deserialization in the Java application component in RabbitMQ. By sending specially-crafted input, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2020-11972,Apache Camel 2.22.0,Gain Access,None,Network,Low,High,High,High
83,Apache Camel Netty code execution,"Apache Camel could allow a remote attacker to execute arbitrary code on the system, caused by an unsafe deserialization in the Java application component in Netty. By sending specially-crafted input, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2020-11973,Apache Camel 2.22.0,Gain Access,None,Network,Low,High,High,High
84,Liferay Portal code execution,"Liferay Portal could allow a remote attacker to execute arbitrary code on the system, caused by Java deserialization vulnerability in clustered setup. By using man-in-the-middle techniques, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,8.1,CVE-2020-15842,Liferay Liferay Portal 7.2,Gain Access,None,Network,High,High,High,High
85,Multipel Zoho ManageEngine products security bypass,"Multipel Zoho ManageEngine products could allow a remote attacker to bypass security restrictions, caused by improper authentication by the Java servlet com.manageengine.ads.fw.servlet.UpdateProductDetails. By modifying the system integration properties, an attacker could exploit this vulnerability to bypass authentication and gain full ManageEngine suite access.",Unproven,9.8,CVE-2020-24786,Zoho ManageEngine Exchange Reporter Plus,Bypass Security,None,Network,Low,High,High,High
86,Java-WebSocket man-in-the-middle,"Java-WebSocket is vulnerable to a man-in-the-middle attack, caused by improper SSL hostname validation. An attacker could exploit this vulnerability to launch a man-in-the-middle attack and gain access to the communication channel between endpoints to obtain sensitive information or further compromise the system.",Unproven,5.3,CVE-2020-11050,Java-WebSocket Java-WebSocket 1.4.1,Obtain Information,None,Network,High,High,None,None
87,Furukawa Electric ConsciusMAP code execution,"Furukawa Electric ConsciusMAP could allow a remote attacker to execute arbitrary code on the system, caused by a Java deserialization flaw. By sending a specially crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Proof of Concept,9.8,CVE-2020-12133,Furukawa Electric ConsciusMAP 2.8.1,Gain Access,None,Network,Low,High,High,High
88,JetStream Bond JetSelect privilege escalation,"JetStream Bond JetSelect could allow a remote authenticated attacker to gain elevated privileges on the system, caused by a flaw in the Java class (ENCtool.jar) and corresponding password generation algorithm. By obtaining the passwords of JetSelect administrators, an authenticated attacker could exploit this vulnerability to gain elevated privileges to modify and delete all networking configuration.",Unproven,8.8,CVE-2019-13022,JetStream Bond JetSelect,Gain Privileges,Low,Network,Low,High,High,High
89,SAP NetWeaver AS Java (HTTP Service) information disclosure,"SAP NetWeaver AS Java (HTTP Service) could allow a remote authenticated attacker to obtain sensitive information, caused by the sending of login credentials when user logs in. By sending a specially-crafted request, an attacker could exploit this vulnerability to obtain sensitive information, and use this information to launch further attacks against the affected system.",Unproven,6.8,CVE-2020-6224,SAP NetWeaver AS Java (HTTP Service) 7.10,Obtain Information,High,Network,Low,High,None,None
90,Oracle Java SE Advanced Management Console information disclosure,An unspecified vulnerability in Oracle Java SE related to the Java SE Advanced Management Console component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.,Unproven,3.7,CVE-2020-2764,Oracle Java Java Advanced Management Console: 2.16,Obtain Information,None,Network,High,Low,None,None
91,Oracle Database Server Java VM  unspecified,An unspecified vulnerability in Oracle Database Server related to the Java VM  component could allow an authenticated attacker to take control of the system.,Unproven,8,CVE-2020-2735,Oracle Database Server 11.2.0.4,Other,Low,Network,High,High,High,High
92,"Oracle Java SE, Java SE Embedded Lightweight HTTP Server unspecified","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Lightweight HTTP Server component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.8,CVE-2020-2800,Oracle Java 11.0.6,Other,None,Network,High,Low,Low,None
93,"Oracle Java SE, Java SE Embedded Serialization denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Serialization component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2756,Oracle Java 11.0.6,Denial of Service,None,Network,High,None,None,Low
94,"Oracle Java SE, Java SE Embedded Concurrency denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Concurrency component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,5.3,CVE-2020-2830,Oracle Java 11.0.6,Denial of Service,None,Network,Low,None,None,Low
95,"Oracle Java SE, Java SE Embedded Libraries unspecified","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Libraries component could allow an unauthenticated attacker to take control of the system.",Unproven,8.3,CVE-2020-2805,Oracle Java 11.0.6,Other,None,Network,High,High,High,High
96,Oracle Java SE JSSE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Java SE JSSE component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.8,CVE-2020-2767,Oracle Java 14,Other,None,Network,High,Low,Low,None
97,Oracle Java SE JSSE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Java SE JSSE component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,7.5,CVE-2020-2816,Oracle Java 14,Other,None,Network,Low,None,High,None
98,"Oracle Java SE, Java SE Embedded Serialization denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Serialization component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2757,Oracle Java 11.0.6,Denial of Service,None,Network,High,None,None,Low
99,"Oracle Java SE, Java SE Embedded Scripting denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Scripting component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2755,Oracle Java 11.0.6,Denial of Service,None,Network,High,None,None,Low
100,"Oracle Java SE, Java SE Embedded Scripting denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Scripting component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2754,Oracle Java 11.0.6,Denial of Service,None,Network,High,None,None,Low
101,Oracle Java SE JSSE information disclosure,An unspecified vulnerability in Oracle Java SE related to the Java SE JSSE component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.,Unproven,3.7,CVE-2020-2778,Oracle Java 14,Obtain Information,None,Network,High,Low,None,None
102,"Oracle Java SE, Java SE Embedded JSSE denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded JSSE component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,5.3,CVE-2020-2781,Oracle Java 11.0.6,Denial of Service,None,Network,Low,None,None,Low
103,Oracle Java SE multiple products unspecified,An unspecified vulnerability in multiple Oracle products could allow an unauthenticated attacker to take control of the system.,Unproven,8.3,CVE-2020-2803,Oracle GraalVM 19.3.1 Enterprise,Other,None,Network,High,High,High,High
104,"Oracle Java SE, Java SE Embedded Security denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Security component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2773,Oracle Java 11.0.6,Denial of Service,None,Network,High,None,None,Low
105,codeBeamer code execution,"codeBeamer could allow a remote attacker to execute arbitrary code on the system, caused by the failure to properly restrict the ability to execute custom Java code. By sending a specially crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2019-20635,Intland codeBeamer 9.5,Gain Access,None,Network,Low,High,High,High
106,IBM Process Federation Server denial of service,"The IBM Process Federation Server 18.0.0.1, 18.0.0.2, 19.0.0.1, 19.0.0.2, and 19.0.0.3 Global Teams REST API does not properly shutdown the thread pools that it creates to retrieve Global Teams information from the federated systems. As a consequence, the Java Virtual Machine can't recover the memory used by those thread pools, which leads to an OutOfMemory exception when the Process Federation Server Global Teams REST API is used extensively.  IBM X-Force ID:  177596.",Unproven,6.5,CVE-2020-4325 ,IBM Automation Workstream Services in Cloud Pak for Automation 19.0.0.3,Denial of Service,Low,Network,Low,None,None,High
107,Netflix Titus code execution,"Netflix Titus could allow a remote attacker to execute arbitrary code on the system, caused by server-side template injection in the Java Bean Validation (JSR 380) custom constraint validators. By sending specially crafted data, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2020-9297,Netflix Titus,Gain Access,None,Network,Low,High,High,High
108,SAP NetWeaver Application Server Java (User Management Engine) denial of service,"SAP NetWeaver Application Server Java (User Management Engine) is vulnerable to a denial of service, caused by improper handling of XML external entity (XXE) declarations. By sending a specially-crafted request, a remote authenticated attacker could exploit this vulnerability to cause a denial of service condition.",Unproven,5.5,CVE-2020-6202,SAP NetWeaver Application Server Java (User Management Engine) 7.10,Denial of Service,High,Network,Low,None,Low,Low
109,Dell Security Management Server code execution,"Dell Security Management Server could allow a remote authenticated attacker to execute arbitrary code on the system, caused by an unsafe deserialization in Java RMI. By sending specially-crafted RMI request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,8.1,CVE-2020-5327,Dell Security Management Server 10.2,Gain Access,None,Network,High,High,High,High
110,UNCTAD ASYCUDA World code execution,"UNCTAD ASYCUDA World could allow a remote attacker to execute arbitrary code on the system, caused by an insecure default configuration in Java RMI Server. By sending a specially crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2020-9761,UNCTAD ASYCUDA World 2001,Gain Access,None,Network,Low,High,High,High
111,Aruba Networks AirWave Management Platform code execution,"Aruba Networks AirWave Management Platform could allow a remote authenticated attacker to execute arbitrary code on the system, caused by an unsafe deserialization in the Java application component. By sending specially-crafted input, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,6.3,CVE-2019-5326,Aruba Networks AirWave Management Platform 8.0,Gain Access,Low,Network,Low,Low,Low,Low
112,Dropwizard-Validation code execution,"Dropwizard-Validation could allow a remote authenticated attacker to execute arbitrary code on the system, caused by a flaw in the self-validating feature. By injecting arbitrary Java Expression Language expressions, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,8.8,CVE-2020-5245,Dropwizard Dropwizard-Validation 1.3.18,Gain Access,Low,Network,Low,High,High,High
113,Couchbase Server Java SDK security bypass,"Couchbase Server Java SDK could allow a remote attacker to bypass security restrictions, caused by missing hostname verification. By sending a specially crafted certificate, an attacker could exploit this vulnerability to forge an SSL certificate and pose as the intended peer.",Unproven,7.5,CVE-2020-9040,Couchbase Server Java SDK 2.7.1.0,Bypass Security,None,Network,Low,None,High,None
114,SAP NetWeaver AS Java (Heap Dump Application) information disclosure,"SAP NetWeaver AS Java (Heap Dump Application) could allow a remote attacker to obtain sensitive information, caused by a flaw in certain endpoints. By sending a specially-crafted request, an attacker could exploit this vulnerability to obtain sensitive information, and use this information to launch further attacks against the affected system.",Unproven,5.3,CVE-2020-6190,SAP NetWeaver AS Java (Heap Dump Application) 7.30,Obtain Information,None,Network,Low,Low,None,None
115,IBM Java code execution,"IBM SDK, Java Technology Edition Version 7.0.0.0 through 7.0.10.55, 7.1.0.0 through 7.1.4.55, and 8.0.0.0 through 8.0.6.0 could allow a local authenticated attacker to execute arbitrary code on the system, caused by DLL search order hijacking vulnerability in Microsoft Windows client. By placing a specially-crafted file in a compromised folder, an attacker could exploit this vulnerability to execute arbitrary code on the system.  IBM X-Force ID:  172618.",Unproven,7.2,CVE-2019-4732,IBM Java 7.0.0.0,Gain Privileges,High,Local,High,High,High,High
116,Oracle Java SE JavaFX unspecified,"An unspecified vulnerability in Oracle Java SE related to the Java SE JavaFX component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,5.9,CVE-2020-2585,,Other,None,Network,High,None,High,None
117,Oracle Database Server Java VM  unspecified,An unspecified vulnerability in Oracle Database Server related to the Java VM  component could allow an authenticated attacker to take control of the system.,Unproven,7.5,CVE-2020-2518,Oracle Database Server 11.2.0.4,Other,Low,Network,High,High,High,High
118,Oracle Java SE Libraries denial of service,An unspecified vulnerability in Oracle Java SE related to the Java SE Libraries component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.,Unproven,3.7,CVE-2020-2654,Oracle OpenJDK 7 u241,Denial of Service,None,Network,High,None,None,Low
119,"Oracle Java SE, Java SE Embedded Security information disclosure","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Security component could allow an unauthenticated attacker to obtain sensitive information resulting in a high confidentiality impact using unknown attack vectors.",Unproven,6.8,CVE-2020-2601,Oracle OpenJDK 7 u241,Obtain Information,None,Network,High,High,None,None
120,"Oracle Java SE, Java SE Embedded Networking unspecified","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Networking component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.8,CVE-2020-2593,Oracle OpenJDK 7 u241,Other,None,Network,High,Low,Low,None
121,"Oracle Java SE, Java SE Embedded Serialization denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Serialization component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2583,Oracle OpenJDK 7 u241,Denial of Service,None,Network,High,None,None,Low
122,Oracle Java SE JSSE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Java SE JSSE component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.8,CVE-2020-2655,Oracle OpenJDK 11.0.5,Other,None,Network,High,Low,Low,None
123,"Oracle Java SE, Java SE Embedded Networking denial of service","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Networking component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2020-2659,,Denial of Service,None,Network,High,None,None,Low
124,Oracle Java SE multiple products unspecified,An unspecified vulnerability in multiple Oracle products could allow an unauthenticated attacker to take control of the system.,Unproven,8.1,CVE-2020-2604,Oracle OpenJDK 7 u241,Other,None,Network,High,High,High,High
125,"Oracle Java SE, Java SE Embedded Security unspecified","An unspecified vulnerability in Oracle Java SE related to the Java SE, Java SE Embedded Security component could allow an unauthenticated attacker to cause no confidentiality impact, low integrity impact, and no availability impact.",Unproven,3.7,CVE-2020-2590,Oracle OpenJDK 7 u241,Other,None,Network,High,None,Low,None
126,Multiple Divisa products code execution,"Multiple Divisa products could allow a remote attacker to execute arbitrary code on the system, caused by improper Java deserialization. By sending a specially crafted payload, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2019-18956,Divisa Proxia Suite,Gain Access,None,Network,Low,High,High,High
127,Dell RSA Identity Governance and Lifecycle software security bypass,"Dell RSA Identity Governance and Lifecycle software could allow a remote attacker to bypass security restrictions, caused by the use of plain text password authentication by the Java JMX agent running on the remote host. By sending a specially-crafted request, an attacker could exploit this vulnerability to connect to the JMX agent and monitor and manage the Java application.",Unproven,8.3,CVE-2019-18572,Dell RSA Identity Governance and Lifecycle software 7.0.1,Bypass Security,None,Network,Low,High,High,Low
128,Dell EMC Storage Monitoring and Reporting code execution,"Dell EMC Storage Monitoring and Reporting could allow a remote attacker to execute arbitrary code on the system, caused by the deserialization of untrusted data in the Java RMI service. By sending specially-crafted RMI request, an attacker could exploit this vulnerability to execute arbitrary code with SYSTEM privileges.",Unproven,9.8,CVE-2019-18580,Dell EMC Storage Monitoring and Reporting 4.3.1,Gain Access,None,Network,Low,High,High,High
129,Apache NiFi information disclosure,"Apache NiFi could allow a remote authenticated attacker to obtain sensitive information, caused by improper handling of XML External Entity (XXE) by the XMLFileLookupService. By using a specially-crafted XML file, a remote attacker could exploit this vulnerability to obtain information such as the versions of Java, Jersey, and Apache that the NiFI instance uses.",Unproven,4.3,CVE-2019-10080,Apache NiFi 1.3.0,Obtain Information,Low,Network,Low,Low,None,None
130,SAP NetWeaver AS Java information disclosure,"SAP NetWeaver AS Java could allow a remote authenticated attacker to obtain sensitive information, caused by improper access control. By sending a specially-crafted request, an attacker could exploit this vulnerability to obtain sensitive information, and use this information to launch further attacks against the affected system.",High,4.3,CVE-2019-0391,SAP NetWeaver AS JAVA 7.5,Obtain Information,Low,Network,Low,Low,None,None
131,SAP NetWeaver Application Server Java privilege escalation,"SAP NetWeaver Application Server Java could allow a remote authenticated attacker to gain elevated privileges on the system, caused by improper access control. By sending a specially-crafted request, an authenticated attacker could exploit this vulnerability to change privileges for all or some functions in Java Server, and enable users to execute functions.",Unproven,5.9,CVE-2019-0389,SAP NetWeaver Application Server Java (J2EE-Framework) 7.1,Gain Privileges,Low,Network,High,Low,Low,High
132,JetBrains TeamCity code execution,"JetBrains TeamCity could allow a remote attacker to execute arbitrary code on the system, caused by insecure Java deserialization. An attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2019-18364,JetBrains TeamCity 2019.1.3,Gain Access,None,Network,Low,High,High,High
133,Shibboleth Identity Provider denial of service,"Shibboleth Identify Provider is vulnerable to a denilal of service, caused by the creation of objects in the Java Servlet container session. An attacker could exploit this vulnerability to cause a login flow to trigger Java heap exhaustion.",Unproven,7.5,CVE-2020-27978,Shibboleth Identity Provider 3.0.0,Denial of Service,None,Network,Low,None,None,High
134,MuleSoft Mule runtime code execution,"MuleSoft Mule runtime could allow a remote attacker to execute arbitrary code on the system, caused by Java deserialization, related to Apache Commons Collections. By sending a specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2019-13116,MuleSoft Mule runtime 3.7,Gain Access,None,Network,Low,High,High,High
135,Oracle Database Server Java VM unspecified,"An unspecified vulnerability in Oracle Database Server related to the Java VM component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,6.8,CVE-2019-2909,Oracle Database Server 11.2.0.4,Other,None,Network,High,None,High,None
136,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2988,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
137,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Networking component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.1,CVE-2019-2945,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
138,Oracle Java SE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Javadoc component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.7,CVE-2019-2999,Oracle Java 11.0.4,Other,None,Network,High,Low,Low,None
139,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the JAXP component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2981,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
140,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Concurrency component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2964,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
141,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the JAXP component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2973,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
142,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2992,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
143,"Java SE, Java SE Embedded Oracle Java SE information disclosure","An unspecified vulnerability in Java SE, Java SE Embedded Oracle Java SE related to the Security component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2894,Oracle Java 11.0.4,Obtain Information,None,Network,High,Low,None,None
144,Oracle Java SE denial of service,An unspecified vulnerability in Oracle Java SE related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.,Unproven,3.7,CVE-2019-2987,Oracle Java 13,Denial of Service,None,Network,High,None,None,Low
145,Oracle Java SE unspecified,"An unspecified vulnerability in Oracle Java SE related to the Hotspot component could allow an unauthenticated attacker to cause low confidentiality impact, no integrity impact, and low availability impact.",Unproven,4.8,CVE-2019-2977,Oracle Java 13,Other,None,Network,High,Low,None,Low
146,"Oracle Java SE, Java SE Embedded unspecified","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Scripting component could allow an unauthenticated attacker to cause no confidentiality impact, low integrity impact, and low availability impact.",Unproven,4.8,CVE-2019-2975,Oracle Java 11.0.4,Other,None,Network,High,None,Low,Low
147,"Java SE, Java SE Embedded information disclosure","An unspecified vulnerability in Java SE, Java SE Embedded related to the Libraries component could allow an unauthenticated attacker to obtain sensitive information resulting in a low confidentiality impact using unknown attack vectors.",Unproven,3.1,CVE-2019-2933,Oracle Java 11.0.4,Obtain Information,None,Network,High,Low,None,None
148,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Serialization component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2983,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
149,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the 2D component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2962,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
150,"Oracle Java SE, Java SE Embedded unspecified","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Libraries component could allow an unauthenticated attacker to cause no confidentiality impact, high integrity impact, and no availability impact.",Unproven,5.9,CVE-2019-2958,Oracle Java 11.0.4,Other,None,Network,High,None,High,None
151,"Oracle Java SE, Java SE Embedded information disclosure","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Kerberos component could allow an unauthenticated attacker to obtain sensitive information resulting in a high confidentiality impact using unknown attack vectors.",Unproven,6.8,CVE-2019-2949,Oracle Java 11.0.4,Obtain Information,None,Network,High,High,None,None
152,"Oracle Java SE, Java SE Embedded unspecified","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Deployment component could allow an unauthenticated attacker to cause low confidentiality impact, low integrity impact, and no availability impact.",Unproven,4.2,CVE-2019-2996,Oracle Java SE Embedded 8 u221,Other,None,Network,High,Low,Low,None
153,"Oracle Java SE, Java SE Embedded denial of service","An unspecified vulnerability in Oracle Java SE, Java SE Embedded related to the Networking component could allow an unauthenticated attacker to cause a denial of service resulting in a low availability impact using unknown attack vectors.",Unproven,3.7,CVE-2019-2978,Oracle Java 11.0.4,Denial of Service,None,Network,High,None,None,Low
154,Cisco Security Manager command execution,"Cisco Security Manager could allow a remote attacker to execute arbitrary commands on the system, caused by insecure deserialization of user-supplied content by the Java deserialization function. By sending a malicious serialized Java object to a specific listener, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,6.5,CVE-2019-12630,Cisco Security Manager 4.17,Gain Access,None,Network,Low,Low,Low,None
155,Eclipse Paho Java client security bypass,"Eclipse Paho Java client could allow a remote attacker to bypass security restrictions, caused by the failure to check the result when connecting to an MQTT server using TLS and setting a host name verifier. By sending a specially-crafted request, an attacker could exploit this vulnerability to allow one MQTT server to impersonate another and provide the client library with incorrect information.",Unproven,7.5,CVE-2019-11777,Eclipse Paho Java Client 1.2.0,Bypass Security,None,Network,Low,None,High,None
156,SAP NetWeaver AS for Java (Web Container) code execution,"SAP NetWeaver AS for Java (Web Container) could allow a remote authenticated attacker to execute arbitrary code on the system, caused by a code injection flaw. By sending specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.1,CVE-2019-0355,SAP NetWeaver AS for Java (Web Container) 7.10,Gain Access,High,Network,Low,High,High,High
157,Apache OFBiz code execution,"Apache OFBiz could allow a remote attacker to execute arbitrary code on the system, caused by an error in the java.io.ObjectInputStream. By using Java deserialization, an attacker could exploit this vulnerability to delete arbitrary files and execute arbitrary code on the system.",Unproven,7.3,CVE-2019-0189,Apache OFBiz 16.11.01,Gain Access,None,Network,Low,Low,Low,Low
158,NSA Ghidra XXE information disclosure,"NSA Ghidra could allow a remote authenticated attacker to obtain sensitive information, caused by an XML external entity (XXE) vulnerability in the JnlpSupport in Yet Another Java Service Wrapper (YAJSW). By sending a specially-crafted XML file, a remote attacker could exploit this vulnerability to exfiltrate data from remote hosts and potentially cause denial-of-service.",Unproven,6.5,CVE-2020-6958,NSA Ghidra,Obtain Information,None,Network,Low,Low,None,Low
159,Apache Santuario XML Security for Java weak security,"Apache Santuario XML Security for Java could allow a remote attacker to bypass security restrictions, caused by the loading of XML parsing code from an untrusted source. An attacker could exploit this vulnerability to launch further attacks on the system when validating signed documents.",Unproven,5.3,CVE-2019-12400,Apache Santuario Apache Santuario XML Security for Java 2.0.0,Gain Access,None,Network,Low,None,Low,None
160,SAP NetWeaver Application Server for Java (Administrator System Overview) server-side request forgery,"SAP NetWeaver Application Server for Java (Administrator System Overview) is vulnerable to server-side request forgery, caused by a flaw in the web service. By using a specially-crafted XML file, an attacker could exploit this vulnerability to conduct SSRF attack.",Unproven,9,CVE-2019-0345,SAP NetWeaver Application Server for Java (Administrator System Overview) 7.30,Gain Access,None,Network,High,High,High,High
